T;Ax;Ay;Az;CLASS
174900.00;-0.01;-0.26;1.11;Negative
174950.00;0.02;-0.18;1.11;Negative
175000.00;0.10;-0.08;1.04;Negative
175050.00;0.16;-0.04;0.93;Negative
175100.00;0.20;-0.00;0.91;Negative
175150.00;0.23;0.00;0.88;Negative
175200.00;0.23;-0.04;0.91;Negative
175250.00;0.20;-0.05;0.95;Negative
175300.00;0.19;-0.00;1.00;Negative
175350.00;0.12;-0.04;0.98;Negative
175400.00;0.10;-0.05;0.94;Negative
175450.00;0.15;-0.01;0.98;Negative
175500.00;0.07;-0.06;1.03;Negative
175550.00;0.07;-0.05;0.95;Negative
175600.00;0.14;0.00;0.95;Negative
175650.00;0.17;0.04;0.97;Negative
175700.00;0.16;0.01;1.00;Negative
175750.00;0.18;-0.00;1.00;Negative
175800.00;0.16;-0.02;1.03;Negative
175850.00;0.11;-0.04;1.03;Negative
175900.00;0.12;-0.06;1.03;Negative
175950.00;0.10;-0.05;1.11;Negative
176000.00;0.26;0.02;0.95;Negative
176050.00;0.48;0.24;1.45;Negative
176100.00;0.41;0.32;1.35;Negative
176150.00;0.12;-0.04;0.73;Negative
176200.00;0.62;-0.39;-0.21;Negative
176250.00;0.72;-0.18;-0.66;Negative
176300.00;1.07;0.31;-0.36;Negative
176350.00;1.05;0.41;-0.50;Negative
176400.00;0.83;0.21;-0.37;Negative
176450.00;0.86;0.20;-0.28;Negative
176500.00;0.89;0.22;-0.39;Negative
176550.00;0.96;0.19;-0.28;Negative
176600.00;0.93;0.18;-0.19;Negative
176650.00;0.92;0.19;-0.34;Negative
176700.00;0.93;0.23;-0.29;Negative
176750.00;0.87;0.17;-0.26;Negative
176800.00;0.94;0.23;-0.29;Negative
176850.00;0.94;0.28;-0.22;Negative
176900.00;0.98;0.25;-0.23;Negative
176950.00;0.96;0.27;-0.21;Negative
177000.00;0.91;0.25;-0.02;Negative
177050.00;0.98;0.24;-0.14;Negative
177100.00;0.96;0.26;-0.01;Negative
177150.00;0.90;0.23;0.20;Negative
177200.00;0.96;0.24;0.19;Negative
177250.00;0.91;0.32;0.24;Negative
177300.00;0.99;0.29;0.03;Negative
177350.00;0.97;0.28;0.08;Negative
177400.00;0.98;0.24;0.05;Negative
177450.00;0.92;0.21;0.17;Negative
177500.00;0.95;0.25;0.11;Negative
177550.00;0.94;0.30;0.11;Negative
177600.00;0.86;0.28;0.11;Negative
177650.00;0.78;0.27;0.01;Negative
177700.00;0.50;0.39;-0.18;Negative
177750.00;0.23;0.85;-0.64;Negative
177800.00;0.59;1.33;-0.63;Negative
177850.00;0.36;0.95;-0.51;Negative
177900.00;-0.21;0.43;-0.78;Negative
177950.00;-0.03;0.74;-0.60;Negative
178000.00;0.08;0.82;-0.73;Negative
178050.00;-0.05;0.87;-0.46;Negative
178100.00;0.01;0.93;-0.41;Negative
178150.00;0.03;0.94;-0.44;Negative
178200.00;-0.11;1.04;-0.30;Negative
178250.00;-0.01;1.02;-0.56;Negative
178300.00;-0.08;0.91;-0.23;Negative
178350.00;-0.11;0.96;-0.26;Negative
178400.00;-0.05;1.04;-0.20;Negative
178450.00;-0.04;0.88;-0.06;Negative
178500.00;-0.08;1.13;0.30;Negative
178550.00;0.19;1.57;0.35;Negative
178600.00;0.04;0.95;0.25;Negative
178650.00;-0.25;0.25;0.73;Negative
178700.00;-0.23;0.50;1.47;Negative
178750.00;0.06;0.08;0.71;Negative
178800.00;-0.03;-0.26;0.82;Negative
178850.00;-0.07;-0.60;0.84;Negative
178900.00;0.01;-0.58;1.01;Negative
178950.00;-0.02;-0.61;0.67;Negative
179000.00;0.37;-0.46;0.71;Negative
179050.00;0.08;-0.58;1.12;Negative
179100.00;0.05;-0.66;0.85;Negative
179150.00;0.15;-0.58;0.89;Negative
179200.00;0.04;-0.42;0.99;Negative
179250.00;0.08;-0.50;1.00;Negative
179300.00;0.27;-0.51;0.89;Negative
179350.00;0.23;-0.38;0.60;Negative
179400.00;0.15;-0.31;1.07;Negative
179450.00;-0.01;-0.38;0.95;Negative
179500.00;-0.02;-0.45;0.78;Negative
179550.00;0.09;-0.18;0.75;Negative
179600.00;-0.26;-0.10;0.90;Negative
179650.00;-0.13;0.51;0.84;Negative
179700.00;-0.09;0.86;0.56;Negative
179750.00;-0.28;1.01;0.95;Negative
179800.00;-0.15;1.17;0.79;Negative
179850.00;-0.33;1.06;0.22;Negative
179900.00;-0.17;0.96;0.08;Negative
179950.00;-0.25;0.93;0.25;Negative
180000.00;-0.07;1.04;0.21;Negative
180050.00;-0.11;0.96;0.21;Negative
180100.00;-0.01;0.93;0.20;Negative
180150.00;-0.03;0.88;0.19;Negative
180200.00;-0.04;1.00;0.21;Negative
180250.00;-0.03;0.93;0.23;Negative
180300.00;-0.07;0.97;0.20;Negative
180350.00;-0.05;1.00;0.25;Negative
180400.00;-0.07;0.98;0.33;Negative
180450.00;-0.04;0.99;0.38;Negative
180500.00;-0.04;0.93;0.41;Negative
180550.00;0.01;0.93;0.44;Negative
180600.00;0.06;0.87;0.48;Negative
180650.00;-0.01;0.76;0.65;Negative
180700.00;0.04;0.87;1.01;Negative
180750.00;-0.03;0.50;0.73;Negative
180800.00;0.06;0.42;1.09;Negative
180850.00;-0.06;0.04;0.90;Negative
180900.00;0.26;-0.14;0.67;Negative
180950.00;0.28;-0.18;0.88;Negative
181000.00;0.09;-0.27;0.91;Negative
181050.00;0.25;-0.25;0.90;Negative
181100.00;0.14;-0.43;0.91;Negative
181150.00;0.06;-0.38;1.07;Negative
181200.00;0.07;-0.35;1.05;Negative
181250.00;0.11;-0.33;1.00;Negative
181300.00;0.11;-0.34;0.93;Negative
181350.00;0.14;-0.29;0.92;Negative
181400.00;0.13;-0.26;0.98;Negative
181450.00;0.09;-0.27;0.95;Negative
181500.00;0.10;-0.24;0.97;Negative
181550.00;0.09;-0.26;0.95;Negative
181600.00;0.08;-0.22;1.01;Negative
181650.00;0.05;-0.22;0.98;Negative
181700.00;0.09;-0.12;1.05;Negative
181750.00;0.01;-0.14;1.05;Negative
181800.00;0.01;-0.11;1.01;Negative
181850.00;0.01;-0.11;0.99;Negative
181900.00;0.02;-0.11;0.97;Negative
181950.00;0.01;-0.12;1.00;Negative
182000.00;0.02;-0.09;1.02;Negative
182050.00;-0.02;-0.09;1.05;Negative
182100.00;-0.01;-0.09;1.01;Negative
182150.00;-0.04;-0.11;1.01;Negative
182200.00;-0.02;-0.05;1.01;Negative
182250.00;-0.02;-0.05;1.00;Negative
182300.00;-0.03;-0.05;0.96;Negative
182350.00;-0.01;-0.04;0.92;Negative
182400.00;-0.11;0.06;0.81;Negative
182450.00;-0.11;0.42;0.74;Negative
182500.00;-0.05;0.72;0.94;Negative
182550.00;-0.36;0.58;1.06;Negative
182600.00;-0.08;0.80;0.64;Negative
182650.00;-0.43;1.14;0.33;Negative
182700.00;-0.15;1.46;0.33;Negative
182750.00;0.12;0.82;0.10;Negative
182800.00;-0.11;0.64;-0.47;Negative
182850.00;0.00;1.00;-0.08;Negative
182900.00;-0.12;0.99;-0.10;Negative
182950.00;0.03;1.03;-0.21;Negative
183000.00;-0.07;0.92;-0.33;Negative
183050.00;-0.02;1.00;-0.24;Negative
183100.00;-0.04;0.93;-0.28;Negative
183150.00;-0.04;0.89;-0.23;Negative
183200.00;-0.02;1.04;-0.17;Negative
183250.00;-0.09;0.91;-0.26;Negative
183300.00;-0.02;1.02;-0.19;Negative
183350.00;-0.02;1.01;-0.13;Negative
183400.00;-0.03;0.94;-0.21;Negative
183450.00;0.01;1.05;-0.14;Negative
183500.00;-0.06;0.97;-0.20;Negative
183550.00;-0.04;0.94;-0.23;Negative
183600.00;-0.06;1.00;-0.19;Negative
183650.00;-0.05;0.94;-0.24;Negative
183700.00;-0.05;1.01;-0.22;Negative
183750.00;-0.02;0.98;-0.17;Negative
183800.00;-0.04;0.91;-0.25;Negative
183850.00;-0.02;0.98;-0.19;Negative
183900.00;-0.01;1.03;-0.12;Negative
183950.00;0.00;1.02;0.02;Negative
184000.00;-0.08;1.05;-0.03;Negative
184050.00;0.20;1.03;0.26;Negative
184100.00;0.09;0.86;0.13;Negative
184150.00;0.06;0.82;0.69;Negative
184200.00;0.04;0.57;0.86;Negative
184250.00;-0.25;0.17;1.02;Negative
184300.00;0.01;0.07;1.06;Negative
184350.00;0.25;-0.16;0.73;Negative
184400.00;0.37;-0.44;0.67;Negative
184450.00;0.25;-0.56;0.78;Negative
184500.00;0.17;-0.58;0.86;Negative
184550.00;0.21;-0.58;0.84;Negative
184600.00;0.19;-0.56;0.87;Negative
184650.00;0.20;-0.53;0.88;Negative
184700.00;0.23;-0.50;0.81;Negative
184750.00;0.20;-0.51;0.85;Negative
184800.00;0.24;-0.54;0.90;Negative
184850.00;0.17;-0.49;0.86;Negative
184900.00;0.22;-0.40;0.93;Negative
184950.00;0.15;-0.41;0.92;Negative
185000.00;0.16;-0.41;0.91;Negative
185050.00;0.16;-0.41;0.92;Negative
185100.00;0.16;-0.43;0.93;Negative
185150.00;0.17;-0.42;0.94;Negative
185200.00;0.17;-0.42;0.89;Negative
185250.00;0.16;-0.41;0.91;Negative
185300.00;0.19;-0.40;0.90;Negative
185350.00;0.18;-0.41;0.90;Negative
185400.00;0.17;-0.41;0.93;Negative
185450.00;0.29;-0.34;0.94;Negative
185500.00;0.24;-0.15;0.82;Negative
185550.00;0.21;0.54;1.30;Negative
185600.00;0.10;0.38;0.70;Negative
185650.00;0.26;0.80;0.34;Negative
185700.00;0.22;1.06;0.21;Negative
185750.00;-0.05;1.12;-0.09;Negative
185800.00;-0.20;1.07;0.14;Negative
185850.00;-0.14;1.10;0.08;Negative
185900.00;-0.10;0.97;0.10;Negative
185950.00;-0.11;0.96;0.10;Negative
186000.00;-0.14;1.01;0.03;Negative
186050.00;-0.19;0.98;0.03;Negative
186100.00;-0.21;1.03;0.06;Negative
186150.00;-0.14;0.98;0.14;Negative
186200.00;-0.08;1.02;0.13;Negative
186250.00;-0.11;1.05;0.20;Negative
186300.00;-0.06;0.94;0.18;Negative
186350.00;-0.03;0.96;0.24;Negative
186400.00;-0.01;1.05;0.27;Negative
186450.00;0.05;0.96;0.38;Negative
186500.00;0.17;0.88;0.37;Negative
186550.00;0.11;0.94;0.70;Negative
186600.00;0.08;0.57;0.72;Negative
186650.00;0.04;0.47;1.08;Negative
186700.00;0.09;0.18;0.75;Negative
186750.00;0.30;0.00;0.88;Negative
186800.00;0.43;-0.10;0.83;Negative
186850.00;0.26;-0.21;1.03;Negative
186900.00;0.25;-0.51;0.82;Negative
186950.00;0.11;-0.67;0.63;Negative
187000.00;-0.01;-0.93;0.36;Negative
187050.00;-0.05;-0.83;0.13;Negative
187100.00;-0.14;-0.91;-0.18;Negative
187150.00;-0.05;-0.96;-0.18;Negative
187200.00;0.09;-1.01;-0.35;Negative
187250.00;0.11;-0.95;-0.23;Negative
187300.00;0.05;-0.86;-0.40;Negative
187350.00;0.04;-0.92;-0.45;Negative
187400.00;-0.01;-0.87;-0.47;Negative
187450.00;0.02;-0.93;-0.51;Negative
187500.00;-0.01;-0.81;-0.49;Negative
187550.00;-0.04;-0.89;-0.62;Negative
187600.00;-0.02;-0.80;-0.60;Negative
187650.00;-0.04;-0.77;-0.59;Negative
187700.00;-0.04;-0.81;-0.65;Negative
187750.00;-0.04;-0.74;-0.66;Negative
187800.00;-0.04;-0.77;-0.65;Negative
187850.00;-0.04;-0.77;-0.64;Negative
187900.00;-0.05;-0.75;-0.65;Negative
187950.00;-0.04;-0.75;-0.66;Negative
188000.00;-0.06;-0.77;-0.67;Negative
188050.00;-0.05;-0.70;-0.62;Negative
188100.00;-0.05;-0.77;-0.67;Negative
188150.00;-0.05;-0.77;-0.69;Negative
188200.00;-0.06;-0.77;-0.65;Negative
188250.00;-0.04;-0.77;-0.62;Negative
188300.00;-0.04;-0.80;-0.63;Negative
188350.00;-0.04;-0.77;-0.64;Negative
188400.00;-0.04;-0.83;-0.65;Negative
188450.00;-0.00;-0.70;-0.59;Negative
188500.00;-0.01;-0.87;-0.55;Negative
188550.00;-0.01;-1.00;-0.47;Negative
188600.00;0.12;-0.85;-0.48;Negative
188650.00;-0.17;-0.95;0.12;Negative
188700.00;-0.07;-0.87;-0.11;Negative
188750.00;-0.14;-0.93;0.15;Negative
188800.00;-0.22;-0.88;0.37;Negative
188850.00;-0.25;-0.71;0.57;Negative
188900.00;-0.28;-0.50;0.77;Negative
188950.00;-0.39;-0.58;1.06;Negative
189000.00;-0.36;-0.40;0.91;Negative
189050.00;-0.30;-0.17;0.98;Negative
189100.00;-0.29;-0.09;1.01;Negative
189150.00;-0.31;0.12;0.95;Negative
189200.00;-0.22;0.35;0.97;Negative
189250.00;-0.29;0.35;1.04;Negative
189300.00;-0.19;0.67;0.65;Negative
189350.00;-0.07;0.69;0.71;Negative
189400.00;-0.49;0.60;0.67;Negative
189450.00;-0.45;0.75;0.37;Negative
189500.00;-0.28;1.03;0.42;Negative
189550.00;-0.22;0.77;0.29;Negative
189600.00;-0.25;0.98;0.36;Negative
189650.00;-0.34;0.93;0.29;Negative
189700.00;-0.26;0.89;0.24;Negative
189750.00;-0.24;0.94;0.24;Negative
189800.00;-0.25;0.95;0.25;Negative
189850.00;-0.27;0.95;0.28;Negative
189900.00;-0.26;0.92;0.26;Negative
189950.00;-0.25;0.93;0.27;Negative
190000.00;-0.24;0.96;0.26;Negative
190050.00;-0.22;1.00;0.30;Negative
190100.00;-0.27;0.90;0.38;Negative
190150.00;-0.29;0.90;0.45;Negative
190200.00;-0.09;0.75;0.66;Negative
190250.00;-0.28;0.76;0.60;Negative
190300.00;-0.33;0.86;0.63;Negative
190350.00;-0.31;0.45;1.26;Negative
190400.00;-0.13;0.53;0.91;Negative
190450.00;-0.19;0.47;0.93;Negative
190500.00;-0.38;0.37;0.96;Negative
190550.00;-0.23;0.45;0.90;Negative
190600.00;-0.29;0.51;0.92;Negative
190650.00;-0.20;0.46;0.86;Negative
190700.00;-0.26;0.45;0.87;Negative
190750.00;-0.23;0.49;0.87;Negative
190800.00;-0.34;0.43;0.92;Negative
190850.00;0.02;0.30;1.11;Negative
190900.00;-0.28;0.50;0.45;Negative
190950.00;-0.12;0.40;0.99;Negative
191000.00;0.01;0.40;0.80;Negative
191050.00;-0.14;0.52;0.91;Negative
191100.00;-0.29;0.22;1.07;Negative
191150.00;-0.08;0.28;0.91;Negative
191200.00;-0.13;0.15;1.08;Negative
191250.00;-0.11;0.34;1.05;Negative
191300.00;-0.07;0.44;0.99;Negative
191350.00;-0.03;-0.08;-0.17;Negative
191400.00;-0.06;-1.18;-0.53;Negative
191450.00;-0.36;-1.38;0.10;Negative
191500.00;0.05;-1.34;0.50;Negative
191550.00;0.18;-0.50;-0.40;Negative
191600.00;-0.05;-0.92;-0.69;Negative
191650.00;0.04;-0.90;-0.53;Negative
191700.00;-0.05;-0.88;-0.59;Negative
191750.00;-0.00;-0.84;-0.61;Negative
191800.00;-0.03;-0.79;-0.64;Negative
191850.00;-0.01;-0.81;-0.63;Negative
191900.00;0.01;-0.81;-0.61;Negative
191950.00;0.02;-0.77;-0.63;Negative
192000.00;0.03;-0.74;-0.58;Negative
192050.00;0.01;-0.73;-0.64;Negative
192100.00;0.01;-0.72;-0.79;Negative
192150.00;-0.03;-0.71;-0.77;Negative
192200.00;-0.01;-0.63;-0.77;Negative
192250.00;-0.02;-0.59;-0.84;Negative
192300.00;0.00;-0.62;-0.84;Negative
192350.00;-0.01;-0.63;-0.81;Negative
192400.00;0.01;-0.64;-0.75;Negative
192450.00;-0.02;-0.73;-0.80;Negative
192500.00;-0.05;-0.75;-0.76;Negative
192550.00;-0.00;-0.77;-0.43;Negative
192600.00;-0.06;-0.75;-0.53;Negative
192650.00;-0.05;-0.92;-0.51;Negative
192700.00;-0.08;-1.03;-0.33;Negative
192750.00;-0.09;-0.87;-0.21;Negative
192800.00;-0.11;-0.99;-0.03;Negative
192850.00;-0.12;-0.93;-0.00;Negative
192900.00;0.03;-0.24;-0.37;Negative
192950.00;-0.28;-1.04;0.49;Negative
193000.00;-0.34;-0.71;0.61;Negative
193050.00;-0.24;-0.79;0.49;Negative
193100.00;-0.15;-0.69;0.91;Negative
193150.00;-0.35;-0.54;0.77;Negative
193200.00;-0.23;-0.64;0.78;Negative
193250.00;-0.36;-0.31;0.92;Negative
193300.00;-0.28;-0.23;1.00;Negative
193350.00;-0.23;-0.32;0.93;Negative
193400.00;-0.22;-0.31;0.89;Negative
193450.00;-0.21;-0.39;0.91;Negative
193500.00;-0.23;-0.33;0.99;Negative
193550.00;-0.19;-0.34;0.94;Negative
193600.00;-0.17;-0.32;0.97;Negative
193650.00;-0.25;-0.28;0.90;Negative
193700.00;-0.23;-0.30;1.08;Negative
193750.00;-0.10;-0.29;0.88;Negative
193800.00;-0.14;-0.25;0.97;Negative
193850.00;-0.08;-0.31;0.98;Negative
193900.00;-0.13;-0.24;0.96;Negative
193950.00;-0.13;-0.20;1.01;Negative
194000.00;-0.12;-0.22;0.94;Negative
194050.00;-0.08;-0.21;1.03;Negative
194100.00;-0.14;-0.19;1.00;Negative
194150.00;-0.14;-0.27;0.91;Negative
194200.00;-0.25;-0.47;0.97;Negative
194250.00;-0.09;-0.17;1.31;Negative
194300.00;-0.13;-0.10;0.84;Negative
194350.00;-0.16;0.25;0.68;Negative
194400.00;-0.12;0.80;0.91;Negative
194450.00;-0.15;1.13;0.22;Negative
194500.00;-0.34;1.13;0.26;Negative
194550.00;-0.19;0.93;-0.04;Negative
194600.00;-0.19;0.92;-0.04;Negative
194650.00;-0.22;0.99;0.07;Negative
194700.00;-0.26;0.94;-0.02;Negative
194750.00;-0.16;1.03;0.00;Negative
194800.00;-0.20;0.98;-0.02;Negative
194850.00;-0.22;1.00;-0.01;Negative
194900.00;-0.19;0.98;0.01;Negative
194950.00;-0.19;0.94;-0.04;Negative
195000.00;-0.20;0.98;-0.00;Negative
195050.00;-0.16;1.01;-0.01;Negative
195100.00;-0.19;0.97;-0.00;Negative
195150.00;-0.20;0.97;-0.02;Negative
195200.00;-0.21;0.97;0.01;Negative
195250.00;-0.21;1.00;0.02;Negative
195300.00;-0.21;0.97;0.03;Negative
195350.00;-0.20;0.97;0.00;Negative
195400.00;-0.21;0.97;-0.01;Negative
195450.00;-0.20;0.98;0.02;Negative
195500.00;-0.19;0.97;0.02;Negative
195550.00;-0.20;0.97;0.03;Negative
195600.00;-0.19;0.98;0.00;Negative
195650.00;-0.19;0.99;0.01;Negative
195700.00;-0.18;0.97;0.00;Negative
195750.00;-0.20;0.98;0.03;Negative
195800.00;-0.20;0.98;0.03;Negative
195850.00;-0.19;0.98;0.03;Negative
195900.00;-0.19;0.99;0.04;Negative
195950.00;-0.20;0.97;0.03;Negative
196000.00;-0.20;0.98;0.03;Negative
196050.00;-0.20;1.00;0.03;Negative
196100.00;-0.21;1.00;0.04;Negative
196150.00;-0.19;0.96;0.01;Negative
196200.00;-0.21;0.96;0.01;Negative
196250.00;-0.20;1.02;0.03;Negative
196300.00;-0.23;1.03;0.08;Negative
196350.00;-0.21;1.03;-0.02;Negative
196400.00;-0.17;0.99;0.04;Negative
196450.00;-0.15;0.97;0.01;Negative
196500.00;-0.19;0.99;0.08;Negative
196550.00;-0.26;1.06;0.23;Negative
196600.00;-0.17;1.11;0.34;Negative
196650.00;-0.29;0.91;0.49;Negative
196700.00;-0.07;0.90;0.76;Negative
196750.00;-0.12;0.29;0.45;Negative
196800.00;-0.15;0.41;0.84;Negative
196850.00;-0.18;0.51;1.14;Negative
196900.00;-0.14;0.50;1.03;Negative
196950.00;-0.25;0.40;0.85;Negative
197000.00;-0.22;0.36;1.20;Negative
197050.00;-0.15;0.26;1.00;Negative
197100.00;0.05;0.25;0.92;Negative
197150.00;0.18;0.09;0.88;Negative
197200.00;0.03;0.21;0.97;Negative
197250.00;0.12;0.21;0.89;Negative
197300.00;-0.18;0.22;0.91;Negative
197350.00;-0.10;0.23;1.01;Negative
197400.00;0.12;0.36;1.03;Negative
197450.00;-0.24;0.32;0.84;Negative
197500.00;-0.06;0.14;0.89;Negative
197550.00;-0.07;0.21;1.05;Negative
197600.00;-0.06;0.20;1.04;Negative
197650.00;-0.11;0.24;0.95;Negative
197700.00;-0.15;0.27;0.96;Negative
197750.00;-0.16;0.18;0.98;Negative
197800.00;-0.08;0.27;1.02;Negative
197850.00;-0.26;0.24;0.93;Negative
197900.00;-0.07;0.07;0.94;Negative
197950.00;-0.04;0.09;1.04;Negative
198000.00;-0.11;0.08;0.96;Negative
198050.00;-0.06;0.10;1.04;Negative
198100.00;-0.09;0.03;1.05;Negative
198150.00;-0.13;0.02;1.16;Negative
198200.00;-0.18;0.25;1.12;Negative
198250.00;0.11;-0.32;-0.31;Negative
198300.00;-0.13;-1.28;-0.68;Negative
198350.00;-0.06;-0.85;-0.30;Negative
198400.00;-0.08;-1.09;-0.59;Negative
198450.00;-0.06;-0.97;-0.37;Negative
198500.00;-0.04;-0.92;-0.30;Negative
198550.00;-0.04;-0.91;-0.31;Negative
198600.00;-0.04;-0.93;-0.33;Negative
198650.00;-0.04;-0.95;-0.35;Negative
198700.00;-0.02;-0.95;-0.34;Negative
198750.00;-0.02;-0.96;-0.35;Negative
198800.00;-0.06;-0.94;-0.34;Negative
198850.00;-0.05;-0.94;-0.32;Negative
198900.00;-0.05;-0.94;-0.32;Negative
198950.00;-0.05;-0.95;-0.35;Negative
199000.00;-0.06;-0.95;-0.35;Negative
199050.00;-0.04;-0.95;-0.34;Negative
199100.00;-0.05;-0.94;-0.32;Negative
199150.00;-0.06;-0.95;-0.34;Negative
199200.00;-0.06;-0.97;-0.36;Negative
199250.00;-0.04;-0.98;-0.34;Negative
199300.00;-0.04;-0.94;-0.27;Negative
199350.00;-0.04;-0.98;-0.25;Negative
199400.00;-0.04;-0.97;-0.24;Negative
199450.00;-0.03;-0.96;-0.20;Negative
199500.00;-0.05;-1.03;-0.24;Negative
199550.00;-0.04;-1.01;-0.17;Negative
199600.00;-0.05;-1.19;-0.18;Negative
199650.00;0.04;-1.01;-0.03;Negative
199700.00;-0.08;-0.72;0.37;Negative
199750.00;0.17;-0.93;0.63;Negative
199800.00;-0.04;-0.58;0.69;Negative
199850.00;0.03;-0.70;0.72;Negative
199900.00;0.04;-0.72;0.77;Negative
199950.00;0.02;-0.63;0.71;Negative
200000.00;0.07;-0.70;0.80;Negative
200050.00;-0.04;-0.50;1.03;Negative
200100.00;-0.06;-0.52;0.91;Negative
200150.00;-0.19;-0.40;1.04;Negative
200200.00;-0.04;-0.51;0.30;Negative
200250.00;-0.23;-0.19;1.00;Negative
200300.00;-0.17;-0.11;1.00;Negative
200350.00;-0.27;-0.19;1.04;Negative
200400.00;-0.28;-0.24;1.19;Negative
200450.00;-0.19;-0.18;0.89;Negative
200500.00;-0.19;-0.19;0.98;Negative
200550.00;-0.21;0.05;1.08;Negative
200600.00;-0.22;-0.12;0.98;Negative
200650.00;-0.19;-0.09;0.96;Negative
200700.00;-0.20;-0.08;1.01;Negative
200750.00;-0.10;-0.24;0.88;Negative
200800.00;-0.11;0.09;1.00;Negative
200850.00;-0.28;0.30;1.15;Negative
200900.00;-0.12;0.04;0.90;Negative
200950.00;-0.16;0.24;0.89;Negative
201000.00;-0.18;0.19;0.94;Negative
201050.00;-0.23;0.32;1.10;Negative
201100.00;-0.30;0.21;0.96;Negative
201150.00;-0.06;0.23;0.94;Negative
201200.00;-0.15;0.30;1.06;Negative
201250.00;-0.21;0.19;1.03;Negative
201300.00;-0.15;0.27;0.95;Negative
201350.00;0.04;0.37;0.99;Negative
201400.00;0.07;0.31;0.93;Negative
201450.00;0.08;0.43;1.01;Negative
201500.00;-0.01;0.43;0.95;Negative
201550.00;0.00;0.45;0.91;Negative
201600.00;-0.00;0.55;0.89;Negative
201650.00;0.03;0.51;0.81;Negative
201700.00;0.14;0.71;0.91;Negative
201750.00;0.01;0.65;0.84;Negative
201800.00;0.00;0.61;0.78;Negative
201850.00;-0.01;0.69;0.72;Negative
201900.00;-0.23;0.51;0.86;Negative
201950.00;-0.26;0.81;0.62;Negative
202000.00;-0.00;1.23;-0.12;Negative
202050.00;-0.22;1.19;-0.05;Negative
202100.00;-0.01;0.84;-0.38;Negative
202150.00;-0.02;0.63;-0.59;Negative
202200.00;-0.07;0.87;-0.41;Negative
202250.00;-0.07;0.94;-0.38;Negative
202300.00;-0.06;0.99;-0.38;Negative
202350.00;-0.04;0.94;-0.38;Negative
202400.00;-0.02;0.90;-0.39;Negative
202450.00;-0.04;0.91;-0.37;Negative
202500.00;-0.10;0.91;-0.31;Negative
202550.00;-0.06;1.00;-0.20;Negative
202600.00;-0.09;1.04;-0.05;Negative
202650.00;-0.11;1.07;0.08;Negative
202700.00;-0.08;1.17;0.28;Negative
202750.00;-0.03;0.76;0.25;Negative
202800.00;-0.11;0.77;0.58;Negative
202850.00;-0.12;0.82;0.71;Negative
202900.00;-0.13;0.83;0.71;Negative
202950.00;-0.12;0.72;0.67;Negative
203000.00;-0.12;0.66;0.73;Negative
203050.00;-0.17;0.59;0.90;Negative
203100.00;-0.16;0.55;0.92;Negative
203150.00;0.09;0.55;0.76;Negative
203200.00;0.07;0.39;0.84;Negative
203250.00;0.13;0.15;0.85;Negative
203300.00;0.09;0.25;0.96;Negative
203350.00;-0.12;0.22;1.07;Negative
203400.00;0.03;0.23;1.14;Negative
203450.00;0.08;0.27;1.01;Negative
203500.00;0.09;0.20;0.98;Negative
203550.00;0.08;0.13;1.02;Negative
203600.00;0.08;0.13;1.21;Negative
203650.00;0.11;0.05;0.84;Negative
203700.00;0.05;-0.04;1.14;Negative
203750.00;-0.12;-0.12;0.97;Negative
203800.00;-0.17;-0.25;0.97;Negative
203850.00;-0.17;-0.26;0.96;Negative
203900.00;-0.11;-0.26;0.97;Negative
203950.00;-0.16;-0.27;0.93;Negative
204000.00;-0.14;-0.35;0.94;Negative
204050.00;-0.12;-0.30;0.94;Negative
204100.00;0.23;-0.37;0.97;Negative
204150.00;-0.08;-0.46;0.84;Negative
204200.00;-0.11;-0.52;0.92;Negative
204250.00;0.10;-0.79;0.92;Negative
204300.00;-0.11;-0.71;0.60;Negative
204350.00;-0.18;-0.58;0.65;Negative
204400.00;-0.09;-0.97;-0.23;Negative
204450.00;-0.09;-1.01;-0.22;Negative
204500.00;-0.04;-0.94;-0.35;Negative
204550.00;-0.03;-1.00;-0.38;Negative
204600.00;-0.07;-1.00;-0.23;Negative
204650.00;-0.08;-0.98;-0.20;Negative
204700.00;-0.09;-1.00;-0.18;Negative
204750.00;-0.07;-0.96;-0.10;Negative
204800.00;-0.08;-0.96;-0.03;Negative
204850.00;-0.09;-1.01;-0.10;Negative
204900.00;-0.10;-0.99;-0.08;Negative
204950.00;-0.10;-0.99;-0.07;Negative
205000.00;-0.10;-1.03;-0.08;Negative
205050.00;-0.09;-1.02;-0.07;Negative
205100.00;-0.11;-1.07;-0.06;Negative
205150.00;-0.15;-0.86;0.09;Negative
205200.00;-0.02;-0.98;0.19;Negative
205250.00;-0.08;-0.86;0.39;Negative
205300.00;0.02;-0.87;0.52;Negative
205350.00;-0.01;-0.86;0.57;Negative
205400.00;-0.06;-0.74;0.66;Negative
205450.00;-0.08;-0.69;0.69;Negative
205500.00;-0.05;-0.58;0.81;Negative
205550.00;-0.09;-0.57;0.81;Negative
